0.3398, 0.2, 0.2999, 0.1, 0.0399, 0.3
0.51252, 0.24, 0.57622, 0.3, 0.0637, 0.54
0.38584, 0.1, 0.35178, 0.1, 0.03406, 0.2
0.3793, 0.1, 0.337, 0.1, 0.0423, 0.2
0.4143, 0.1, 0.3298, 0.1, 0.0845, 0.2
0.375, 0.1, 0.3286, 0.1, 0.0464, 0.2
0.3729, 0.1, 0.337, 0.1, 0.0359, 0.2
0.372, 0.1, 0.3283, 0.1, 0.0437, 0.2
0.2278, 0.07, 0.4624, 0.2, 0.2346, 0.27
0.2304, 0.08, 0.4728, 0.2, 0.2424, 0.28
