timestamp,Stempel_innen_mitte,Stempel_aussen,Matrize_oben_zarge,Matrize_mitte_zarge,Matrize_unten_zarge,Werkstueck_boden,Werkstueck_flansch,Werkstueck_zarge_mitte,Werkstück_zarge_unten,Werkstueck_zarge_oben
376.06,148.192,140.297,144.581,138.456,119.658,273.43,191.248,320.615,304.656,329.799
376.16,148.292,140.059,144.771,138.506,119.651,270.696,190.105,316.908,301.581,326.02
376.26,148.39,139.824,144.949,138.547,119.642,268.015,188.982,313.285,298.569,322.336
376.36,148.484,139.591,145.117,138.579,119.63,265.388,187.881,309.744,295.624,318.74
376.46,148.575,139.36,145.274,138.602,119.613,262.816,186.804,306.285,292.743,315.229
376.56,148.662,139.131,145.422,138.617,119.59,260.319,185.749,302.905,289.927,311.798
376.66,148.745,138.903,145.559,138.625,119.563,257.875,184.718,299.601,287.176,308.444
376.76,148.824,138.677,145.688,138.625,119.533,255.48,183.715,296.372,284.491,305.164
376.86,148.899,138.451,145.808,138.619,119.502,253.136,182.75,293.215,281.87,301.953
376.96,148.971,138.226,145.92,138.607,119.469,250.856,181.824,290.126,279.307,298.811
377.06,149.039,138.003,146.024,138.589,119.434,248.63,180.929,287.103,276.795,295.734
377.16,149.104,137.776,146.121,138.565,119.399,246.454,180.073,284.145,274.332,292.719
377.26,149.166,137.543,146.21,138.536,119.363,244.309,179.255,281.25,271.917,289.763
377.36,149.226,137.306,146.292,138.502,119.326,242.187,178.47,278.416,269.549,286.866
377.46,149.282,137.067,146.368,138.463,119.289,240.089,177.714,275.64,267.227,284.025
377.56,149.335,136.828,146.437,138.419,119.251,238.019,176.978,272.923,264.952,281.238
377.66,149.397,136.549,146.442,138.288,119.14,236.754,176.837,271.319,263.963,279.684
377.76,149.482,136.225,146.253,137.963,118.926,235.701,176.885,270.531,263.16,279.125
377.86,149.576,135.889,145.961,137.547,118.672,234.659,176.943,269.811,262.399,278.637
377.96,149.672,135.554,145.634,137.101,118.407,233.637,177.004,269.102,261.66,278.159
378.06,149.769,135.223,145.294,136.646,118.141,232.639,177.068,268.401,260.937,277.685
378.16,149.865,134.9,144.954,136.193,117.878,231.666,177.133,267.709,260.226,277.216
378.26,149.96,134.585,144.621,135.749,117.621,230.717,177.199,267.026,259.523,276.75
378.36,150.053,134.278,144.299,135.318,117.373,229.793,177.265,266.353,258.828,276.287
378.46,150.144,133.98,143.989,134.901,117.134,228.893,177.33,265.688,258.137,275.826
378.56,150.232,133.689,143.693,134.499,116.904,228.016,177.393,265.033,257.45,275.366
378.66,150.257,133.403,143.405,134.106,116.678,227.598,177.456,264.103,256.99,274.466
378.76,150.181,133.12,143.129,133.726,116.461,227.477,177.543,263.025,256.651,273.137
379.26,149.387,131.738,142.014,132.126,115.552,227.779,178.277,260.581,255.626,269.724
379.76,148.637,130.419,141.065,130.725,114.761,228.396,179.132,260.633,255.035,269.471
381.1198,147.325,127.454,139.1,127.757,113.111,228.759,180.302,259.362,252.284,267.014
382.4797,146.373,124.952,137.463,125.321,111.772,229.036,181.221,258.045,249.816,264.448
383.8395,145.569,122.801,136.021,123.255,110.641,229.192,181.932,256.667,247.562,261.852
385.1994,144.817,120.924,134.706,121.469,109.658,229.206,182.463,255.221,245.474,259.26
387.2392,143.715,118.57,132.932,119.253,108.414,228.918,182.935,252.929,242.619,255.442
389.2789,142.621,116.573,131.311,117.394,107.34,228.361,183.15,250.548,239.978,251.73
392.3386,141.028,114.16,129.15,115.192,106.009,227.071,183.055,246.877,236.359,246.441
395.3982,139.51,112.18,127.211,113.426,104.891,225.451,182.659,243.174,232.99,241.437
399.9877,137.444,109.88,124.697,111.44,103.557,222.567,181.629,237.68,228.313,234.522
404.5772,135.595,108.057,122.499,109.912,102.48,219.415,180.308,232.315,223.903,228.129
409.1667,133.948,106.584,120.56,108.702,101.597,216.112,178.789,227.116,219.693,222.19
415.343,132.046,105.045,118.32,107.451,100.662,211.563,176.517,220.451,214.304,214.886
421.5193,130.402,103.826,116.377,106.451,99.9138,207.003,174.098,214.118,209.14,208.162
427.6955,128.969,102.848,114.676,105.623,99.3057,202.488,171.584,208.108,204.172,201.936
435.4422,127.427,101.894,112.846,104.766,98.7029,196.948,168.346,201.046,198.214,194.783
443.1889,126.085,101.146,111.261,104.033,98.2186,191.557,165.066,194.417,192.504,188.183
450.9356,124.899,100.554,109.877,103.392,97.8237,186.331,161.775,188.185,187.027,182.064
460.6091,123.604,99.9971,108.398,102.694,97.4324,180.071,157.691,180.956,180.53,175.055
470.283,122.454,99.5781,107.119,102.075,97.1166,174.078,153.659,174.224,174.355,168.592
479.956,121.418,99.265,106.004,101.518,96.8579,168.347,149.699,167.935,168.484,162.599
492.16700000000003,120.252,98.9939,104.803,100.897,96.5972,161.514,144.84,160.616,161.525,155.669
504.37800000000004,119.2,98.8153,103.767,100.342,96.3849,155.062,140.136,153.844,154.984,149.284
516.5889999999999,118.241,98.7058,102.867,99.844,96.2089,148.971,135.594,147.553,148.831,143.368
532.117,117.142,98.6455,101.895,99.2872,96.0268,141.765,130.089,140.229,141.58,136.491
547.645,116.143,98.6407,101.06,98.7952,95.8751,135.054,124.849,133.489,134.844,130.161
563.173,115.228,98.6749,100.337,98.3585,95.746,128.796,119.867,127.263,128.578,124.307
582.989,114.176,98.7589,99.5595,97.8763,95.6073,121.477,113.91,120.038,121.262,117.496
602.806,113.221,98.8678,98.8973,97.457,95.4878,114.748,108.327,113.429,114.544,111.247
619.76,112.466,98.9724,98.4013,97.1381,95.3964,109.384,103.808,108.177,109.194,106.267
