timestamp,Stempel_innen_mitte,Stempel_aussen,Matrize_oben_zarge,Matrize_mitte_zarge,Matrize_unten_zarge,Werkstueck_boden,Werkstueck_flansch,Werkstueck_zarge_mitte,Werkstück_zarge_unten,Werkstueck_zarge_oben
246.0,90.0,90.0,90.0,90.0,90.0,673.356,673.356,673.356,673.356,673.356
252.0,90.0,90.0,90.0,90.0,90.0,688.121,688.121,688.121,688.121,688.121
258.0,90.0,90.0,90.0,90.0,90.0,702.869,702.869,702.869,702.869,702.869
264.0,90.0,90.0,90.0,90.0,90.0,717.601,717.601,717.601,717.601,717.601
270.0,90.0,90.0,90.0,90.0,90.0,732.319,732.319,732.319,732.319,732.319
276.0,90.0,90.0,90.0,90.0,90.0,747.022,747.022,747.022,747.022,747.022
282.0,90.0,90.0,90.0,90.0,90.0,761.711,761.711,761.711,761.711,761.711
288.0,90.0,90.0,90.0,90.0,90.0,776.385,776.385,776.385,776.385,776.385
294.0,90.0,90.0,90.0,90.0,90.0,791.044,791.044,791.044,791.044,791.044
300.0,90.0,90.0,90.0,90.0,90.0,805.686,805.686,805.686,805.686,805.686
306.0,90.0,90.0,90.0,90.0,90.0,820.306,820.306,820.306,820.306,820.306
312.0,90.0,90.0,90.0,90.0,90.0,834.904,834.904,834.904,834.904,834.904
318.0,90.0,90.0,90.0,90.0,90.0,849.481,849.481,849.481,849.481,849.481
324.0,90.0,90.0,90.0,90.0,90.0,864.036,864.036,864.036,864.036,864.036
330.0,90.0,90.0,90.0,90.0,90.0,878.571,878.571,878.571,878.571,878.571
336.0,90.0,90.0,90.0,90.0,90.0,893.084,893.084,893.084,893.084,893.084
342.0,90.0,90.0,90.0,90.0,90.0,907.573,907.573,907.573,907.573,907.573
348.0,90.0,90.0,90.0,90.0,90.0,922.039,922.039,922.039,922.039,922.039
354.0,90.0,90.0,90.0,90.0,90.0,936.48,936.48,936.48,936.48,936.48
360.0,90.0,90.0,90.0,90.0,90.0,950.896,950.896,950.896,950.896,950.896
360.283,90.0,90.0,90.0,90.0,90.0,943.547,943.547,943.547,943.547,943.547
360.566,90.0,90.0,90.0,90.0,90.0,935.788,935.788,935.788,935.788,935.788
360.849,90.0,90.0,90.0,90.0,90.0,928.162,928.162,928.162,928.162,928.162
361.132,90.0,90.0,90.0,90.0,90.0,920.706,920.706,920.706,920.706,920.706
361.416,90.0,90.0,90.0,90.0,90.0,913.415,913.415,913.415,913.415,913.415
361.699,90.0,90.0,90.0,90.0,90.0,906.284,906.284,906.284,906.284,906.284
362.016,90.0,90.0,90.0,90.0,90.0,898.477,898.477,898.477,898.477,898.477
362.334,90.0,90.0,90.0,90.0,90.0,890.856,890.856,890.856,890.856,890.856
362.651,90.0,90.0,90.0,90.0,90.0,883.414,883.414,883.414,883.414,883.414
362.969,90.0,90.0,90.0,90.0,90.0,876.142,876.142,876.142,876.142,876.142
363.287,90.0,90.0,90.0,90.0,90.0,869.035,869.035,869.035,869.035,869.035
363.637,90.0,90.0,90.0,90.0,90.0,861.395,861.395,861.395,861.395,861.395
363.987,90.0,90.0,90.0,90.0,90.0,853.938,853.938,853.938,853.938,853.938
364.337,90.0,90.0,90.0,90.0,90.0,846.657,846.657,846.657,846.657,846.657
364.687,90.0,90.0,90.0,90.0,90.0,839.544,839.544,839.544,839.544,839.544
365.037,90.0,90.0,90.0,90.0,90.0,832.594,832.594,832.594,832.594,832.594
365.387,90.0,90.0,90.0,90.0,90.0,825.799,825.799,825.799,825.799,825.799
365.737,90.0,90.0,90.0,90.0,90.0,819.154,819.154,819.154,819.154,819.154
366.087,90.0,90.0,90.0,90.0,90.0,812.653,812.653,812.653,812.653,812.653
366.437,90.0,90.0,90.0,90.0,90.0,806.29,806.29,806.29,806.29,806.29
366.787,90.0,90.0,90.0,90.0,90.0,800.062,800.062,800.062,800.062,800.062
367.0,90.0,90.0,90.0,90.0,90.0,796.315,796.315,796.315,796.315,796.315
367.029,90.1048,90.0,90.0,90.0,90.0,794.983,795.806,795.806,795.385,795.806
367.03,90.1086,90.0,90.0,90.0,90.0,794.936,795.789,795.789,795.352,795.789
367.059,90.3408,90.0,90.0,90.0,90.0,792.922,794.275,794.319,794.137,794.346
367.059,90.3412,90.0,90.0,90.0,90.0,792.918,794.272,794.316,794.135,794.343
367.059,90.3417,90.0,90.0,90.0,90.0,792.914,794.269,794.314,794.133,794.341
367.059,90.3426,90.0,90.0,90.0,90.0,792.906,794.263,794.308,794.128,794.335
367.059,90.344,90.0,90.0,90.0,90.0,792.895,794.254,794.299,794.121,794.327
367.06,90.346,90.0,90.0,90.0,90.0,792.877,794.241,794.286,794.11,794.314
367.06,90.348,90.0,90.0,90.0,90.0,792.859,794.228,794.273,794.099,794.301
367.06,90.35,90.0,90.0,90.0,90.0,792.86,794.23,794.27,794.1,794.3
367.07,90.43,90.0,90.0,90.0,90.0,792.17,793.74,793.74,793.68,793.81
367.08,90.52,90.0,90.0,90.0,90.0,791.53,793.35,793.21,793.22,793.4
367.09,90.61,90.0,90.0,90.0,90.0,790.96,793.03,792.73,792.7,793.06
367.1,90.7,90.0,90.0,90.0,90.0,790.45,792.75,792.29,792.1,792.77
367.11,90.79,90.0,90.0,90.0,90.0,789.98,792.51,791.88,791.43,792.52
367.12,90.88,90.0,90.0,90.0,90.0,789.55,792.29,791.49,790.71,792.3
367.13,90.97,90.0,90.0,90.0,90.0,789.16,792.09,791.13,789.96,792.1
367.14,91.05,90.0,90.0,90.0,90.0,788.83,791.9,790.79,789.19,791.9
367.15,91.13,90.0,90.0,90.0,90.0,788.55,791.71,790.46,788.42,791.71
367.16,91.2,90.0,90.0,90.0,90.0,788.3,791.53,790.14,787.69,791.53
367.17,91.27,90.0,90.0,90.0,90.0,788.09,791.35,789.82,787.01,791.35
367.18,91.34,90.0,90.0,90.0,90.0,787.89,791.13,789.49,786.37,791.18
367.19,91.39,90.0,90.0,90.0,90.0,787.71,790.75,789.11,785.79,791.0
367.2,91.45,90.0,90.0,90.0,90.0,787.53,790.26,788.61,785.25,790.83
367.21,91.5,90.0,90.0,90.0,90.0,787.36,789.68,788.0,784.74,790.66
367.22,91.55,90.0,90.0,90.0,90.0,787.19,789.06,787.37,784.26,790.49
367.23,91.59,90.0,90.0,90.0,90.0,787.02,788.42,786.79,783.81,790.32
367.24,91.63,90.0,90.0,90.0,90.0,786.86,787.78,786.28,783.38,790.15
367.25,91.67,90.0,90.0,90.0,90.0,786.69,787.17,785.8,782.96,789.98
367.26,91.7,90.0,90.01,90.0,90.0,786.53,786.59,785.36,782.56,789.81
367.27,91.73,90.0,90.01,90.0,90.0,786.37,786.05,784.94,782.16,789.64
367.28,91.76,90.0,90.02,90.0,90.0,786.2,785.55,784.54,781.77,789.47
367.29,91.79,90.0,90.04,90.0,90.0,786.04,785.09,784.15,781.38,789.3
367.3,91.81,90.0,90.05,90.0,90.0,785.88,784.67,783.77,781.0,789.13
367.31,91.84,90.0,90.08,90.0,90.0,785.71,784.28,783.4,780.61,788.96
367.32,91.86,90.0,90.1,90.0,90.0,785.55,783.91,783.02,780.23,788.79
367.33,91.87,90.0,90.13,90.0,90.0,785.38,783.56,782.65,779.85,788.63
367.34,91.89,90.0,90.16,90.0,90.0,785.22,783.22,782.28,779.46,788.47
367.35,91.9,90.0,90.2,90.0,90.0,785.06,782.89,781.91,779.08,788.28
367.36,91.92,90.0,90.24,90.0,90.0,784.89,782.58,781.54,778.69,788.05
367.37,91.93,90.0,90.28,90.0,90.0,784.73,782.3,781.16,778.31,787.74
367.38,91.94,90.0,90.32,90.0,90.0,784.56,782.04,780.75,777.93,787.28
367.39,91.95,90.0,90.35,90.01,90.0,784.4,781.8,780.3,777.55,786.74
367.4,91.96,90.0,90.39,90.01,90.0,784.24,781.54,779.82,777.17,786.19
367.41,91.97,90.0,90.42,90.03,90.0,784.07,781.25,779.32,776.79,785.65
367.42,91.97,90.0,90.46,90.05,90.0,783.91,780.96,778.8,776.4,785.12
367.43,91.98,90.01,90.49,90.08,90.0,783.75,780.63,778.27,776.02,784.58
367.44,91.98,90.02,90.53,90.13,90.0,783.59,780.08,777.74,775.63,784.03
367.45,91.98,90.05,90.57,90.19,90.0,783.42,779.37,777.19,775.24,783.44
367.46,91.99,90.08,90.61,90.26,90.0,783.26,778.66,776.64,774.85,782.71
367.47,91.99,90.14,90.65,90.35,90.0,783.09,777.98,776.06,774.47,781.84
367.48,91.99,90.2,90.7,90.46,90.0,782.85,777.38,775.43,774.08,780.99
367.49,91.99,90.26,90.76,90.57,90.0,782.43,776.88,774.74,773.74,780.13
367.5,91.99,90.33,90.82,90.68,90.0,781.72,776.4,773.96,773.58,779.17
367.51,92.0,90.41,90.9,90.8,90.01,780.96,775.89,773.11,774.39,778.14
367.52,92.02,90.5,90.99,90.92,90.03,779.92,775.21,772.05,773.8,776.92
367.53,92.06,90.62,91.1,91.07,90.07,778.26,773.92,770.88,773.03,775.56
367.54,92.12,90.79,91.22,91.23,90.13,776.27,771.87,769.64,772.1,774.12
367.55,92.21,90.99,91.36,91.4,90.22,774.08,769.21,768.33,771.07,772.64
367.56,92.33,91.24,91.5,91.58,90.32,771.78,766.05,766.98,769.96,771.14
367.56,92.3259,91.2369,91.5018,91.5807,90.3216,771.776,766.054,766.984,769.963,771.141
367.57,92.4691,91.5264,91.6576,91.7739,90.4358,769.543,762.239,765.606,768.855,769.694
367.66,94.6943,95.5194,93.3478,93.7344,91.4685,749.652,722.039,753.01,759.233,758.101
367.76,98.1151,101.267,95.4962,96.1693,92.7519,726.971,681.635,739.389,748.602,745.65
367.86,101.856,107.152,97.6987,98.653,94.1652,704.2,648.456,726.172,737.796,733.465
367.96,105.564,112.755,99.8384,101.07,95.642,681.911,619.401,713.316,726.869,721.591
368.06,109.086,117.895,101.88,103.364,97.2451,660.413,593.405,700.837,715.825,710.034
368.16,112.352,122.505,103.812,105.491,98.8941,639.837,569.264,688.965,704.585,698.772
368.26,115.344,126.591,105.63,107.396,100.52,620.2,546.668,677.785,693.171,687.776
368.36,118.062,130.179,107.335,109.116,102.078,601.506,525.458,666.938,681.654,677.034
368.46,120.527,133.319,108.934,110.698,103.548,583.693,505.49,656.286,670.117,666.525
368.56,122.758,136.039,110.435,112.163,104.919,566.733,486.679,645.83,658.625,656.241
368.66,124.775,138.385,111.843,113.525,106.187,550.632,468.952,635.576,647.232,646.175
368.76,126.599,140.412,113.166,114.796,107.354,535.53,452.261,625.539,635.983,636.318
368.86,128.248,142.159,114.409,115.985,108.426,521.38,436.568,615.741,624.939,626.669
368.96,129.743,143.664,115.58,117.102,109.426,507.987,421.798,606.182,613.287,617.217
369.06,131.1,144.948,116.683,118.152,110.332,495.247,407.885,596.853,601.341,607.956
369.16,132.324,146.019,117.722,119.139,111.151,483.302,394.732,587.746,589.867,598.891
369.26,133.435,146.906,118.703,120.07,111.897,472.376,382.937,578.84,578.838,590.005
369.36,134.436,147.644,119.626,120.945,112.533,462.331,375.478,570.139,568.253,581.309
369.46,135.339,148.292,120.501,121.77,113.08,453.874,373.49,561.618,558.072,572.783
369.56,136.157,148.881,121.334,122.554,113.57,445.718,371.577,553.256,548.237,564.411
369.66,136.836,149.422,122.12,123.292,114.016,437.786,369.481,545.073,538.768,556.214
369.76,137.377,149.93,122.868,123.989,114.432,430.136,367.308,537.053,529.605,548.177
369.86,137.806,150.409,123.569,124.64,114.819,422.778,365.106,529.23,520.807,540.335
369.96,138.17,150.872,124.238,125.256,115.149,415.629,362.906,521.563,512.269,532.645
370.06,138.468,151.322,124.875,125.839,115.437,408.693,360.716,514.047,503.979,525.105
370.16,138.662,151.76,125.483,126.391,115.681,401.994,358.357,506.679,495.929,517.71
370.26,138.782,152.188,126.072,126.921,115.9,395.476,355.791,499.423,487.475,510.425
370.36,138.825,152.6,126.635,127.421,116.096,389.244,353.047,492.309,479.019,503.282
370.46,138.826,152.994,127.175,127.895,116.274,383.326,349.42,485.333,470.852,496.276
370.56,138.793,153.353,127.688,128.337,116.432,378.189,340.386,478.526,463.081,489.433
370.66,138.742,153.682,128.185,128.761,116.58,374.982,331.596,471.824,455.541,482.692
370.76,138.689,153.96,128.662,129.161,116.717,374.235,323.215,465.253,448.275,476.078
370.86,138.656,154.172,129.121,129.54,116.844,373.352,315.564,458.811,441.256,469.59
370.96,138.651,154.309,129.562,129.897,116.963,372.404,308.592,452.496,434.468,463.224
371.06,138.671,154.372,129.982,130.231,117.073,371.43,302.32,446.332,427.948,457.005
371.16,138.704,154.393,130.39,130.549,117.179,370.454,296.516,440.265,421.6,450.882
371.26,138.748,154.355,130.783,130.85,117.28,369.484,291.665,434.314,415.452,444.87
371.36,138.803,154.254,131.162,131.134,117.378,368.515,287.326,428.48,409.545,438.972
371.46,138.88,154.1,131.524,131.398,117.472,367.544,283.082,422.787,403.966,433.213
371.56,138.976,153.916,131.873,131.646,117.565,366.568,278.935,417.207,398.688,427.562
371.66,139.09,153.705,132.211,131.879,117.656,365.596,274.899,411.737,393.754,422.02
371.76,139.219,153.476,132.539,132.1,117.747,364.635,270.952,406.359,389.24,416.567
371.86,139.39,153.228,132.856,132.306,117.838,363.664,267.123,401.099,385.33,411.233
371.96,139.609,152.966,133.164,132.5,117.929,362.672,263.393,395.925,381.869,406.002
372.06,139.863,152.692,133.465,132.681,118.021,361.672,259.762,390.845,378.948,400.866
372.16,140.141,152.403,133.77,132.851,118.113,360.67,256.243,385.863,376.545,395.801
372.26,140.435,152.101,134.087,133.01,118.206,359.669,252.846,380.979,374.794,390.798
372.36,140.74,151.791,134.405,133.162,118.299,358.671,249.567,376.836,374.007,385.862
372.46,141.053,151.477,134.701,133.309,118.394,357.675,246.387,374.822,373.139,381.016
372.56,141.374,151.161,134.979,133.455,118.49,356.682,243.307,374.138,372.235,376.85
372.66,141.699,150.845,135.249,133.602,118.587,355.651,240.321,373.365,371.316,374.832
372.76,142.028,150.53,135.517,133.751,118.685,354.61,237.424,372.543,370.391,374.154
372.86,142.36,150.217,135.783,133.901,118.784,353.576,234.609,371.695,369.467,373.389
372.96,142.702,149.908,136.052,134.053,118.885,352.513,231.873,370.832,368.547,372.576
373.06,143.062,149.601,136.322,134.208,118.987,351.352,229.209,369.963,367.632,371.737
373.16,143.445,149.297,136.595,134.364,119.089,349.998,226.614,369.092,366.724,370.884
373.26,143.825,148.999,136.87,134.522,119.19,345.509,224.078,368.221,365.822,370.025
373.36,144.167,148.706,137.148,134.681,119.289,340.879,221.597,367.352,364.927,369.165
373.46,144.469,148.417,137.428,134.84,119.386,336.177,219.175,366.486,364.037,368.306
373.56,144.741,148.133,137.709,135.001,119.48,331.514,216.813,365.623,363.148,367.449
373.66,144.982,147.85,137.992,135.161,119.57,326.951,214.515,364.764,362.257,366.594
373.76,145.177,147.57,138.275,135.322,119.655,322.623,212.284,363.908,361.355,365.743
373.86,145.338,147.29,138.56,135.483,119.736,318.413,210.123,363.056,360.423,364.896
373.96,145.478,147.011,138.844,135.644,119.811,314.348,208.031,362.208,359.393,364.052
374.06,145.605,146.732,139.129,135.804,119.881,310.486,206.007,361.364,358.255,363.213
374.16,145.724,146.454,139.414,135.964,119.945,306.808,204.049,360.523,356.985,362.376
374.26,145.838,146.176,139.698,136.123,120.004,303.296,202.154,359.686,355.428,361.544
374.36,145.949,145.898,139.982,136.281,120.057,299.929,200.321,358.853,353.62,360.715
374.46,146.056,145.621,140.265,136.438,120.106,296.71,198.546,358.024,351.627,359.89
374.56,146.161,145.343,140.547,136.594,120.149,293.625,196.827,357.198,348.882,359.068
374.66,146.264,145.065,140.828,136.749,120.188,290.664,195.162,356.376,344.022,358.25
374.76,146.364,144.788,141.108,136.903,120.223,287.816,193.549,355.558,340.677,357.436
374.86,146.463,144.511,141.388,137.055,120.253,285.01,191.987,354.743,337.745,356.625
374.96,146.561,144.236,141.667,137.205,120.278,282.237,190.475,353.932,334.365,355.817
375.06,146.656,143.962,141.944,137.354,120.3,279.486,189.01,353.125,331.12,355.013
375.16,146.749,143.69,142.219,137.5,120.316,276.771,187.592,352.319,328.09,354.212
375.26,146.841,143.42,142.492,137.643,120.323,274.099,186.218,351.245,325.005,353.415
375.36,146.93,143.151,142.763,137.779,120.32,271.473,184.888,349.749,321.916,352.621
375.46,147.017,142.885,143.03,137.908,120.312,268.873,183.602,345.152,318.826,351.727
375.56,147.103,142.619,143.291,138.027,120.301,266.323,182.357,340.973,315.677,350.526
375.66,147.19,142.355,143.546,138.136,120.287,263.821,181.157,336.929,312.48,347.165
375.76,147.277,142.09,143.79,138.233,120.271,261.334,180.001,332.971,309.268,342.708
375.86,147.365,141.825,144.023,138.318,120.254,258.89,178.891,329.092,306.077,338.56
375.96,147.452,141.559,144.243,138.393,120.235,256.462,177.82,325.291,302.929,334.555
376.06,147.536,141.295,144.452,138.458,120.214,254.08,176.784,321.569,299.837,330.66
376.16,147.615,141.033,144.648,138.512,120.193,251.75,175.779,317.924,296.809,326.861
376.26,147.69,140.772,144.833,138.557,120.169,249.471,174.805,314.355,293.848,323.155
376.36,147.758,140.513,145.007,138.592,120.145,247.247,173.869,310.861,290.949,319.535
376.46,147.821,140.256,145.17,138.619,120.119,245.077,172.97,307.441,288.114,315.999
376.56,147.879,140.001,145.323,138.639,120.092,242.962,172.106,304.092,285.343,312.543
376.66,147.933,139.746,145.466,138.65,120.063,240.9,171.297,300.814,282.634,309.162
376.76,147.984,139.487,145.599,138.655,120.033,238.89,170.544,297.605,279.985,305.854
376.86,148.033,139.229,145.724,138.652,120.002,236.929,169.796,294.462,277.395,302.617
376.96,148.081,138.972,145.841,138.643,119.97,235.011,169.052,291.383,274.862,299.447
377.06,148.128,138.716,145.949,138.628,119.936,233.135,168.315,288.367,272.384,296.344
377.16,148.174,138.464,146.05,138.608,119.902,231.301,167.589,285.411,269.96,293.303
377.26,148.218,138.214,146.143,138.582,119.866,229.507,166.875,282.514,267.584,290.322
377.36,148.261,137.966,146.229,138.55,119.829,227.753,166.177,279.676,265.252,287.4
377.46,148.304,137.718,146.308,138.514,119.791,226.036,165.522,276.894,262.961,284.536
377.56,148.346,137.472,146.38,138.473,119.752,224.353,164.895,274.167,260.713,281.727
377.66,148.397,137.178,146.392,138.349,119.642,223.358,164.8,272.549,259.727,280.138
377.76,148.47,136.832,146.188,138.011,119.422,222.536,164.915,271.78,258.891,279.577
377.86,148.549,136.475,145.905,137.602,119.172,221.716,165.054,271.066,258.09,279.074
377.96,148.631,136.118,145.584,137.16,118.91,220.907,165.204,270.367,257.317,278.584
378.06,148.714,135.765,145.247,136.706,118.645,220.114,165.358,269.675,256.565,278.102
378.16,148.797,135.419,144.908,136.252,118.383,219.339,165.514,268.99,255.831,277.625
378.26,148.878,135.082,144.576,135.808,118.127,218.583,165.667,268.313,255.11,277.151
378.36,148.959,134.754,144.254,135.375,117.879,217.846,165.818,267.645,254.401,276.681
378.46,149.038,134.435,143.944,134.956,117.64,217.128,165.965,266.984,253.701,276.213
378.56,149.115,134.125,143.648,134.552,117.409,216.427,166.108,266.331,253.009,275.747
378.66,149.137,133.819,143.359,134.157,117.183,216.125,166.25,265.399,252.531,274.845
378.76,149.072,133.518,143.083,133.775,116.965,216.081,166.405,264.307,252.172,273.502
379.26,148.389,132.092,141.969,132.168,116.05,216.629,167.356,261.822,251.056,270.045
379.76,147.742,130.752,141.021,130.762,115.253,217.446,168.366,261.858,250.382,269.759
381.1377,146.581,127.723,139.042,127.753,113.566,218.435,169.967,260.491,247.516,267.177
382.5153,145.721,125.177,137.397,125.29,112.196,219.285,171.249,259.066,244.993,264.486
383.893,144.976,122.993,135.948,123.205,111.037,219.958,172.271,257.572,242.723,261.767
385.2707,144.263,121.092,134.63,121.407,110.03,220.436,173.075,256.007,240.647,259.055
387.3372,143.199,118.714,132.851,119.18,108.754,220.748,173.895,253.534,237.849,255.068
389.4037,142.133,116.699,131.227,117.316,107.654,220.711,174.413,250.975,235.29,251.196
392.5034,140.567,114.268,129.061,115.114,106.289,220.067,174.708,247.052,231.82,245.693
395.6032,139.07,112.275,127.119,113.353,105.142,218.99,174.656,243.114,228.61,240.497
400.2528,137.027,109.961,124.601,111.377,103.776,216.758,174.071,237.309,224.17,233.338
404.9024,135.198,108.129,122.401,109.859,102.673,214.138,173.145,231.675,219.983,226.736
409.5521,133.568,106.649,120.461,108.66,101.77,211.278,171.981,226.243,215.979,220.619
415.6115,131.738,105.142,118.282,107.451,100.838,207.336,170.197,219.528,210.987,213.337
421.6709,130.15,103.943,116.385,106.479,100.089,203.296,168.228,213.172,206.177,206.639
427.7303,128.761,102.975,114.721,105.672,99.4768,199.228,166.129,207.157,201.525,200.442
435.294,127.269,102.031,112.932,104.836,98.8698,194.181,163.377,200.14,195.936,193.358
442.8576,125.966,101.285,111.377,104.12,98.3798,189.211,160.541,193.569,190.549,186.831
450.4213,124.812,100.692,110.016,103.491,97.9786,184.346,157.656,187.401,185.357,180.783
459.9014,123.545,100.129,108.551,102.802,97.5781,178.443,154.01,180.234,179.142,173.844
469.381,122.418,99.7017,107.283,102.189,97.254,172.75,150.369,173.568,173.208,167.454
478.861,121.402,99.3799,106.174,101.638,96.9878,167.271,146.759,167.349,167.545,161.539
490.912,120.25,99.0965,104.97,101.017,96.7173,160.656,142.255,160.071,160.76,154.667
502.962,119.21,98.9069,103.932,100.462,96.497,154.38,137.86,153.345,154.364,148.347
515.013,118.262,98.7877,103.028,99.9633,96.3143,148.433,133.588,147.102,148.332,142.501
530.449,117.167,98.7167,102.043,99.401,96.1243,141.324,128.339,139.793,141.157,135.669
545.884,116.172,98.7034,101.199,98.9039,95.9663,134.686,123.316,133.074,134.481,129.391
561.32,115.262,98.7308,100.468,98.4626,95.8321,128.486,118.519,126.872,128.263,123.591
581.138,114.208,98.8087,99.6764,97.9723,95.6875,121.181,112.726,119.639,120.955,116.813
600.957,113.252,98.9133,99.0031,97.546,95.5633,114.46,107.279,113.032,114.242,110.602
619.76,112.421,99.027,98.4514,97.1907,95.4593,108.56,102.406,107.256,108.356,105.153
