,'Stempel_innen_mitte', 'Stempel_aussen', 'Matrize_zarge_oben', 'Matrize_zarge_mitte','Matrize_zarge_unten', 'Werkstueck_boden', 'Werkstueck_zarge_unten' , 'Werkstueck_zarge_mitte', 'Werkstueck_zarge_oben'
158.37828063964844,118.59814453125,117.77503204345705,122.06328582763672,132.38417053222656,268.0416564941406,268.04156494140625,260.1935119628906,262.3901062011719,268.02557373046875
156.83868408203125,119.13565826416016,118.44741821289062,121.72675323486328,132.09030151367188,263.2219543457031,263.2219543457031,255.1591796875,257.3355712890625,263.0565795898437
154.81605529785156,119.75047302246092,119.20537567138672,121.3794937133789,131.51986694335935,256.2778015136719,256.27786254882807,248.47532653808597,250.4955596923828,255.96697998046875
153.03793334960935,120.23751831054688,119.76687622070312,121.13392639160156,130.88417053222656,249.59228515625,249.59240722656247,242.38970947265625,244.2049865722656,249.1849822998047
151.4730987548828,120.63392639160156,120.1717300415039,120.95235443115234,130.2246856689453,243.18524169921875,243.1853790283203,236.75938415527344,238.3587188720703,242.7126007080078
149.8213348388672,121.02499389648436,120.4902572631836,120.78231048583984,129.42323303222656,235.77212524414065,235.77230834960935,230.38244628906247,231.7304534912109,235.2475433349609
148.38525390625,121.34780883789062,120.67603302001952,120.6382827758789,128.64955139160156,228.7831268310547,228.78332519531247,224.4130096435547,225.5339508056641,228.2241058349609
147.1246337890625,121.61910247802734,120.7628173828125,120.50518798828124,127.91397094726562,222.2012176513672,222.20144653320312,218.77999877929688,219.7013092041016,221.6194000244141
145.79969787597656,121.8906021118164,120.76571655273436,120.34680938720705,127.08472442626952,214.78132629394528,214.7815704345703,212.3675842285156,213.0856170654297,214.18325805664065
144.6344451904297,122.11705017089844,120.6972198486328,120.1855010986328,126.3168487548828,207.86486816406247,207.86512756347656,206.3090667724609,206.858154296875,207.25881958007807
143.5967254638672,122.30672454833984,120.579345703125,120.01941680908205,125.60714721679688,201.40313720703125,201.4034118652344,200.5631866455078,200.97294616699216,200.79541015625
142.46438598632812,122.4958724975586,120.38603973388672,119.8072280883789,124.80994415283205,194.0169219970703,194.01721191406247,193.87243652343753,194.14685058593753,193.4140625
141.4515380859375,122.64753723144533,120.16413879394533,119.59040832519533,124.08483123779295,187.16429138183597,187.16458129882807,187.55636596679688,187.72503662109372,186.5717620849609
140.53482055664062,122.7679214477539,119.92641448974608,119.3714370727539,123.4237594604492,180.78240966796875,180.7826995849609,181.58087158203125,181.6674041748047,180.20446777343753
139.5045166015625,122.87915802001952,119.61927032470705,119.09795379638672,122.6818618774414,173.4208984375,173.4211883544922,174.5715789794922,174.583251953125,172.865966796875
138.5699462890625,122.95826721191406,119.31278228759764,118.82897186279295,122.01497650146484,166.61463928222656,166.61489868164062,167.99774169921875,167.9557952880859,166.08587646484375
137.71421813964844,123.01131439208984,119.01296997070312,118.56708526611328,121.41317749023436,160.2938232421875,160.29409790039062,161.81919860839844,161.7396697998047,159.793212890625
136.73487854003906,123.04625701904295,118.65132904052734,118.25081634521484,120.74054718017578,152.97129821777344,152.97154235839844,154.57638549804688,154.4674072265625,152.50746154785156
135.8400115966797,123.0565185546875,118.3100814819336,117.95108032226562,120.14254760742188,146.22296142578125,146.22317504882812,147.83912658691406,147.71337890625,145.7958221435547
135.01661682128906,123.04786682128906,117.99048614501952,117.66876983642578,119.60853576660156,139.974853515625,139.9750518798828,141.55625915527344,141.42257690429688,139.5834197998047
134.06715393066406,123.01510620117188,117.61943817138672,117.3385772705078,119.01646423339844,132.7298126220703,132.72999572753906,134.2243194580078,134.0894775390625,132.38099670410156
133.1995086669922,122.96703338623045,117.2816925048828,117.0358657836914,118.4968490600586,126.07940673828124,126.07958221435545,127.46440887451172,127.33386993408205,125.7698745727539
132.40269470214844,122.90843963623045,116.97509765625,116.75926208496092,118.03880310058592,119.94640350341795,119.9465560913086,121.21244049072264,121.08934783935545,119.67259979248045
131.4842071533203,122.82349395751952,116.62957763671876,116.4452896118164,117.53704833984376,112.83892822265624,112.83905792236328,113.95338439941406,113.842041015625,112.60499572753906
131.3721160888672,122.81285095214844,116.58754730224608,116.40705871582033,117.47624206542967,111.97107696533205,111.97120666503906,113.06681823730467,112.95695495605467,111.74198913574217
142.64242553710935,110.17745208740234,110.11195373535156,118.2709732055664,116.79635620117188,475.2383728027344,475.24038696289057,475.7281188964844,474.2581481933594,474.1236572265625
143.2447052001953,110.19564819335936,110.12435150146484,118.4907455444336,117.11489105224608,469.11965942382807,469.12158203125,469.74780273437506,468.2754821777344,468.2122192382813
143.8315887451172,110.21487426757812,110.13755798339844,118.70613861083984,117.43199157714844,463.1245727539063,463.12640380859375,463.8834228515625,462.4088745117188,462.4540710449218
144.4028167724609,110.23533630371092,110.1517333984375,118.91580963134764,117.74693298339844,457.2731018066406,457.27484130859375,458.1520690917969,456.6755065917969,456.7581176757813
144.96243286132812,110.2568359375,110.166748046875,119.12013244628906,118.05968475341795,451.53833007812494,451.5400085449218,452.5301818847656,451.0518798828125,451.1204833984375
145.5115966796875,110.27936553955078,110.18258666992188,119.31871032714844,118.369873046875,445.9163208007813,445.9179382324218,447.0157470703125,445.5362243652344,445.5797729492188
146.05126953125,110.30292510986328,110.19925689697264,119.51121520996092,118.67713165283205,440.4036560058594,440.40521240234375,441.6067810058594,440.1266784667969,440.1421508789063
146.58224487304688,110.3275146484375,110.21675872802734,119.69761657714844,118.98114776611328,434.9974365234375,434.9989013671875,436.3011474609375,434.8209533691406,434.8069152832031
147.1051788330078,110.35311126708984,110.23509216308592,119.87811279296876,119.28163909912108,429.69506835937506,429.6965026855469,431.0965576171875,429.6160583496094,429.5719909667969
147.62062072753906,110.37971496582033,110.25425720214844,120.0530014038086,119.5783233642578,424.4943237304688,424.4956665039063,425.9913940429688,424.5096435546875,424.43530273437506
148.12901306152344,110.40731048583984,110.27425384521484,120.22256469726562,119.87090301513672,419.3929748535156,419.3942565917969,420.98388671875,419.4984436035156,419.3948974609375
148.63076782226562,110.4358901977539,110.29506683349608,120.38706970214844,120.15911865234376,414.3889465332031,414.3901977539063,416.0721435546875,414.57864379882807,414.4488525390625
149.1262054443359,110.4654312133789,110.31670379638672,120.5467529296875,120.44275665283205,409.4802856445313,409.48147583007807,411.2541198730469,409.74655151367193,409.5953979492188
149.61563110351562,110.49592590332033,110.33914184570312,120.70181274414062,120.72164154052734,404.66497802734375,404.6661071777344,406.52786254882807,404.9986267089844,404.8327941894531
150.09922790527344,110.52735900878906,110.36238861083984,120.85243225097656,120.99561309814452,399.93597412109375,399.93704223632807,401.8912048339844,400.33120727539057,400.15475463867193
150.57716369628906,110.55970764160156,110.3864288330078,120.99871826171876,121.2645263671875,395.2833251953125,395.2843627929688,397.3436584472656,395.74755859375,395.55120849609375
151.04946899414062,110.59295654296876,110.41124725341795,121.14077758789062,121.5282745361328,390.7150268554688,390.71597290039057,392.8849487304688,391.2418823242188,391.0298767089844
151.51614379882812,110.62709808349608,110.43683624267578,121.27870178222656,121.78678131103516,386.23147583007807,386.2323913574218,388.50628662109375,386.80715942382807,386.5914306640625
151.97726440429688,110.66209411621092,110.46318054199217,121.4125747680664,122.04000854492188,381.83148193359375,381.8323669433594,384.2049560546875,382.4439392089844,382.23486328125
152.43283081054688,110.69793701171876,110.49027252197264,121.54248809814452,122.28792572021484,377.52252197265625,377.5233459472656,379.98089599609375,378.1691589355469,377.95892333984375
152.8826904296875,110.73460388183592,110.5180892944336,121.66850280761717,122.53055572509764,375.138671875,375.13909912109375,375.8721923828125,374.7428283691406,375.3815612792969
153.3264007568359,110.77207946777344,110.546630859375,121.79071807861328,122.7679214477539,374.4429321289063,374.44311523437506,374.15814208984375,373.6395568847656,374.51272583007807
153.76339721679688,110.81033325195312,110.5758590698242,121.90919494628906,123.00007629394533,373.7642211914063,373.7645568847656,373.2268371582031,372.67877197265625,373.85101318359375
154.19308471679688,110.84934997558592,110.60578155517578,122.02401733398436,123.22710418701172,373.03170776367193,373.0321960449218,372.38034057617193,371.8010864257813,373.1319274902344
154.6149444580078,110.8891143798828,110.63637542724608,122.13526153564452,123.44906616210936,372.2694091796875,372.27001953125,371.5823364257813,370.9723510742188,372.3809509277344
155.02853393554688,110.92959594726562,110.66761016845705,122.24302673339844,123.66606903076172,371.4913024902344,371.4920043945313,370.8122253417969,370.1729736328125,371.61282348632807
155.43341064453125,110.97077941894533,110.69949340820312,122.3473892211914,123.87825775146484,370.7054443359375,370.7062377929688,370.0584716796875,369.39166259765625,370.8361511230469
155.82925415039062,111.01264190673828,110.73198699951172,122.44843292236328,124.08574676513672,369.91653442382807,369.9173889160156,369.3145446777344,368.6219482421875,370.0559387207031
156.21572875976562,111.05516052246092,110.7650909423828,122.54624938964844,124.28868103027344,369.1273193359375,369.1282348632813,368.5769653320313,367.8600769042969,369.2750549316406
156.592529296875,111.09832763671876,110.79877471923828,122.64091491699217,124.4871826171875,368.33938598632807,368.34033203125,367.8438720703125,367.10397338867193,368.4952087402344
156.9593963623047,111.14210510253906,110.8330307006836,122.73252868652344,124.68138885498045,367.5536193847656,367.5545959472656,367.1142272949218,366.3523864746094,367.7173461914063
157.31613159179688,111.1864776611328,110.86783599853516,122.82115173339844,124.8714370727539,366.77056884765625,366.77151489257807,366.3876037597656,365.6045837402344,366.9420471191406
157.6625518798828,111.23143768310545,110.90318298339844,122.90688323974608,125.05746459960936,365.99047851562494,365.99145507812494,365.6636657714844,364.8601379394531,366.1696166992188
157.99839782714844,111.2769546508789,110.93904113769533,122.98979187011717,125.23960876464844,365.2135620117188,365.2145080566406,364.9422607421875,364.11865234375,365.4002380371094
158.322998046875,111.32301330566406,110.97540283203124,123.0699462890625,125.4179916381836,364.43991088867193,364.44085693359375,364.22338867187506,363.38003540039057,364.6339721679688
